,code,name1,name2,type,name3
10104,012981,HXCXYYLTHHA,华夏创新医药龙头混合A,混合型-偏股,HUAXIACHUANGXINYIYAOLONGTOUHUNHEA
10105,012982,HXCXYYLTHHC,华夏创新医药龙头混合C,混合型-偏股,HUAXIACHUANGXINYIYAOLONGTOUHUNHEC
10106,012985,PAYSHB1NCYHHA,平安优势回报1年持有混合A,混合型-偏股,PINGANYOUSHIHUIBAO1NIANCHIYOUHUNHEA
10107,012986,PAYSHB1NCYHHC,平安优势回报1年持有混合C,混合型-偏股,PINGANYOUSHIHUIBAO1NIANCHIYOUHUNHEC
10108,012987,JHJMHHA,嘉合锦明混合A,混合型-偏股,JIAHEJINMINGHUNHEA
10109,012988,JHJMHHC,嘉合锦明混合C,混合型-偏股,JIAHEJINMINGHUNHEC
10110,012991,DCMXAYYNCYHHA,大成民享安盈一年持有混合A,混合型-偏债,DACHENGMINXIANGANYINGYINIANCHIYOUHUNHEA
10111,012992,DCMXAYYNCYHHC,大成民享安盈一年持有混合C,混合型-偏债,DACHENGMINXIANGANYINGYINIANCHIYOUHUNHEC
10112,012993,HTFPPLYNCYHHA,汇添富品牌力一年持有混合A,混合型-偏股,HUITIANFUPINPAILIYINIANCHIYOUHUNHEA
10113,012994,HTFPPLYNCYHHC,汇添富品牌力一年持有混合C,混合型-偏股,HUITIANFUPINPAILIYINIANCHIYOUHUNHEC
10114,012995,JSCLSYSNCYQHH,嘉实策略视野三年持有期混合,混合型-偏股,JIASHICELUESHIYESANNIANCHIYOUQIHUNHE
10115,012997,PHYXHBHHC,鹏华优选回报混合C,混合型-灵活,PENGHUAYOUXUANHUIBAOHUNHEC
10116,012998,ZSWWHHA,招商稳旺混合A,混合型-偏债,ZHAOSHANGWENWANGHUNHEA
10117,012999,ZSWWHHC,招商稳旺混合C,混合型-偏债,ZHAOSHANGWENWANGHUNHEC
10118,013000,GFSZYNCYHHA,广发盛泽一年持有混合A,混合型-偏股,GUANGFASHENGZEYINIANCHIYOUHUNHEA
10119,013001,GFSZYNCYHHC,广发盛泽一年持有混合C,混合型-偏股,GUANGFASHENGZEYINIANCHIYOUHUNHEC
10120,013002,HTFSYKQHBC,汇添富收益快钱货币C,货币型-普通货币,HUITIANFUSHOUYIKUAIQIANHUOBIC
10121,013003,HTFSYKQHBD,汇添富收益快钱货币D,货币型-普通货币,HUITIANFUSHOUYIKUAIQIANHUOBID
10122,013004,GTJZLHGPA,国泰价值领航股票A,股票型,GUOTAIJIAZHILINGHANGGUPIAOA
10123,013005,GTJZLHGPC,国泰价值领航股票C,股票型,GUOTAIJIAZHILINGHANGGUPIAOC
10124,013006,MGJQZXHHA,摩根景气甄选混合A,混合型-偏股,MOGENJINGQIZHENXUANHUNHEA
10125,013007,MGJQZXHHC,摩根景气甄选混合C,混合型-偏股,MOGENJINGQIZHENXUANHUNHEC
10126,013008,CHWN6GYDKZ,淳厚稳宁6个月定开债,债券型-长债,CHUNHOUWENNING6GEYUEDINGKAIZHAI
10127,013009,WJGGTJXHHA,万家港股通精选混合A,混合型-偏股,WANJIAGANGGUTONGJINGXUANHUNHEA
10128,013010,WJGGTJXHHC,万家港股通精选混合C,混合型-偏股,WANJIAGANGGUTONGJINGXUANHUNHEC
10129,013011,GYZZCXYCYETFFQSLJA,工银中证创新药产业ETF发起式联接A,指数型-股票,GONGYINZHONGZHENGCHUANGXINYAOCHANYEETFFAQISHILIANJIEA
10130,013012,GYZZCXYCYETFFQSLJC,工银中证创新药产业ETF发起式联接C,指数型-股票,GONGYINZHONGZHENGCHUANGXINYAOCHANYEETFFAQISHILIANJIEC
10131,013013,HXZZXNYQCETFFQSLJA,华夏中证新能源汽车ETF发起式联接A,指数型-股票,HUAXIAZHONGZHENGXINNENGYUANQICHEETFFAQISHILIANJIEA
10132,013014,HXZZXNYQCETFFQSLJC,华夏中证新能源汽车ETF发起式联接C,指数型-股票,HUAXIAZHONGZHENGXINNENGYUANQICHEETFFAQISHILIANJIEC
10133,013021,JXXRYNCYHH,建信兴润一年持有混合,混合型-偏股,JIANXINXINGRUNYINIANCHIYOUHUNHE
10134,013023,PAJHYX1NCYHHA,平安均衡优选1年持有混合A,混合型-偏股,PINGANJUNHENGYOUXUAN1NIANCHIYOUHUNHEA
10135,013024,PAJHYX1NCYHHC,平安均衡优选1年持有混合C,混合型-偏股,PINGANJUNHENGYOUXUAN1NIANCHIYOUHUNHEC
10136,013025,FGHGCLLHPZHHC,富国宏观策略灵活配置混合C,混合型-灵活,FUGUOHONGGUANCELUELINGHUOPEIZHIHUNHEC
10137,013027,YHFJSPYLJXHHLOFC,银华富久食品饮料精选混合(LOF)C,混合型-偏股,YINHUAFUJIUSHIPINYINLIAOJINGXUANHUNHELOFC
10138,013029,JSXTYNCYHHA,嘉实鑫泰一年持有混合A,混合型-偏债,JIASHIXINTAIYINIANCHIYOUHUNHEA
10139,013030,JSXTYNCYHHC,嘉实鑫泰一年持有混合C,混合型-偏债,JIASHIXINTAIYINIANCHIYOUHUNHEC
10140,013035,FGZZJGZSLOFC,富国中证军工指数(LOF)C,指数型-股票,FUGUOZHONGZHENGJUNGONGZHISHULOFC
10141,013036,NFWY60TGDCYZDZC,南方旺元60天滚动持有中短债C,债券型-中短债,NANFANGWANGYUAN60TIANGUNDONGCHIYOUZHONGDUANZHAIC
10142,013037,CCDJKHHA,长城大健康混合A,混合型-偏股,CHANGCHENGDAJIANKANGHUNHEA
10143,013038,CCDJKHHC,长城大健康混合C,混合型-偏股,CHANGCHENGDAJIANKANGHUNHEC
10144,013041,PYJPYNCYHHA,鹏扬景浦一年持有混合A,混合型-偏债,PENGYANGJINGPUYINIANCHIYOUHUNHEA
10145,013042,PYJPYNCYHHC,鹏扬景浦一年持有混合C,混合型-偏债,PENGYANGJINGPUYINIANCHIYOUHUNHEC
10146,013044,FGGJAQZTHHC,富国国家安全主题混合C,混合型-偏股,FUGUOGUOJIAANQUANZHUTIHUNHEC
10147,013045,FGNXZZHHC,富国内需增长混合C,混合型-偏股,FUGUONEIXUZENGZHANGHUNHEC
10148,013046,FGCYSJHHC,富国产业升级混合C,混合型-偏股,FUGUOCHANYESHENGJIHUNHEC
10149,013047,FGPZSHHHC,富国品质生活混合C,混合型-偏股,FUGUOPINZHISHENGHUOHUNHEC
10150,013048,FGZZXNYQCZSLOFC,富国中证新能源汽车指数(LOF)C,指数型-股票,FUGUOZHONGZHENGXINNENGYUANQICHEZHISHULOFC
10151,013049,XYNYGXGPA,兴业能源革新股票A,股票型,XINGYENENGYUANGEXINGUPIAOA
10152,013050,XYNYGXGPC,兴业能源革新股票C,股票型,XINGYENENGYUANGEXINGUPIAOC
10153,013051,HQZXZYHHA,汇泉臻心致远混合A,混合型-偏股,HUIQUANZHENXINZHIYUANHUNHEA
10154,013052,HQZXZYHHC,汇泉臻心致远混合C,混合型-偏股,HUIQUANZHENXINZHIYUANHUNHEC
10155,013053,THGZLTJDZSA,天弘国证龙头家电指数A,指数型-股票,TIANHONGGUOZHENGLONGTOUJIADIANZHISHUA
10156,013054,THGZLTJDZSC,天弘国证龙头家电指数C,指数型-股票,TIANHONGGUOZHENGLONGTOUJIADIANZHISHUC
10157,013059,GYPHYLSNCYHHFQFOFA,工银平衡养老三年持有混合发起(FOF)A,FOF-均衡型,GONGYINPINGHENGYANGLAOSANNIANCHIYOUHUNHEFAQIFOFA
10158,013060,GYYLMB2060WNCYHHFQFOF,工银养老目标2060五年持有混合发起(FOF),FOF-进取型,GONGYINYANGLAOMUBIAO2060WUNIANCHIYOUHUNHEFAQIFOF
10159,013062,GSABACCZYNDKZ,国寿安保安诚纯债一年定开债,债券型-混合一级,GUOSHOUANBAOANCHENGCHUNZHAIYINIANDINGKAIZHAI
10160,013063,GFJYYNCYZQA,广发集益一年持有债券A,债券型-混合二级,GUANGFAJIYIYINIANCHIYOUZHAIQUANA
10161,013064,GFJYYNCYZQC,广发集益一年持有债券C,债券型-混合二级,GUANGFAJIYIYINIANCHIYOUZHAIQUANC
10162,013065,GTLZ90TGDCYZDZA,国泰利泽90天滚动持有中短债A,债券型-中短债,GUOTAILIZE90TIANGUNDONGCHIYOUZHONGDUANZHAIA
10163,013066,GTLZ90TGDCYZDZC,国泰利泽90天滚动持有中短债C,债券型-中短债,GUOTAILIZE90TIANGUNDONGCHIYOUZHONGDUANZHAIC
10164,013067,FADZXPLGYCYHHFQ,富安达中小盘六个月持有混合发起,混合型-偏股,FUANDAZHONGXIAOPANLIUGEYUECHIYOUHUNHEFAQI
10165,013068,BSSYX60TGDCYZQA,博时双月享60天滚动持有债券A,债券型-长债,BOSHISHUANGYUEXIANG60TIANGUNDONGCHIYOUZHAIQUANA
10166,013069,BSSYX60TGDCYZQC,博时双月享60天滚动持有债券C,债券型-长债,BOSHISHUANGYUEXIANG60TIANGUNDONGCHIYOUZHAIQUANC
10167,013070,HXPBZJZ15NA,华夏彭博政金债1-5年A,指数型-固收,HUAXIAPENGBOZHENGJINZHAI15NIANA
10168,013071,HXPBZJZ15NC,华夏彭博政金债1-5年C,指数型-固收,HUAXIAPENGBOZHENGJINZHAI15NIANC
10169,013072,TXYLFWHHFQSA,泰信医疗服务混合发起式A,混合型-偏股,TAIXINYILIAOFUWUHUNHEFAQISHIA
10170,013073,TXYLFWHHFQSC,泰信医疗服务混合发起式C,混合型-偏股,TAIXINYILIAOFUWUHUNHEFAQISHIC
10171,013074,YHHS300JZZSC,银河沪深300价值指数C,指数型-股票,YINHEHUSHEN300JIAZHIZHISHUC
10172,013075,JXXY90TGDZDZA,建信鑫悦90天滚动中短债A,债券型-中短债,JIANXINXINYUE90TIANGUNDONGZHONGDUANZHAIA
10173,013076,JXXY90TGDZDZC,建信鑫悦90天滚动中短债C,债券型-中短债,JIANXINXINYUE90TIANGUNDONGZHONGDUANZHAIC
10174,013077,YYQYZQ,永赢乾益债券,债券型-长债,YONGYINGQIANYIZHAIQUAN
10175,013078,FZFBCLLDHHA,方正富邦策略轮动混合A,混合型-偏股,FANGZHENGFUBANGCELUELUNDONGHUNHEA
10176,013079,FZFBCLLDHHC,方正富邦策略轮动混合C,混合型-偏股,FANGZHENGFUBANGCELUELUNDONGHUNHEC
10177,013080,ZXBCZZ800YYZSLOFC,中信保诚中证800医药指数(LOF)C,指数型-股票,ZHONGXINBAOCHENGZHONGZHENG800YIYAOZHISHULOFC
10178,013081,ZXBCZZ800YSZSLOFC,中信保诚中证800有色指数(LOF)C,指数型-股票,ZHONGXINBAOCHENGZHONGZHENG800YOUSEZHISHULOFC
10179,013082,ZXBCZZJJGCZSLOFC,中信保诚中证基建工程指数(LOF)C,指数型-股票,ZHONGXINBAOCHENGZHONGZHENGJIJIANGONGCHENGZHISHULOFC
10180,013083,ZXBCZZXXAQZSLOFC,中信保诚中证信息安全指数(LOF)C,指数型-股票,ZHONGXINBAOCHENGZHONGZHENGXINXIANQUANZHISHULOFC
10181,013084,ZXBCZZZNJJZSLOFC,中信保诚中证智能家居指数(LOF)C,指数型-股票,ZHONGXINBAOCHENGZHONGZHENGZHINENGJIAJUZHISHULOFC
10182,013085,SWLXLTHHA,申万菱信乐同混合A,混合型-偏股,SHENWANLINGXINLETONGHUNHEA
10183,013086,SWLXLTHHC,申万菱信乐同混合C,混合型-偏股,SHENWANLINGXINLETONGHUNHEC
10184,013087,ZJYYYNDKZQ,中加优悦一年定开债券,债券型-长债,ZHONGJIAYOUYUEYINIANDINGKAIZHAIQUAN
10185,013088,HSJYYL2040SNCYHHFQSFOFA,华商嘉逸养老2040三年持有混合发起式(FOF)A,FOF-均衡型,HUASHANGJIAYIYANGLAO2040SANNIANCHIYOUHUNHEFAQISHIFOFA
10186,013089,THQJJX3GYCYHHFQSFOFA,天弘旗舰精选3个月持有混合发起式(FOF)A,FOF-进取型,TIANHONGQIJIANJINGXUAN3GEYUECHIYOUHUNHEFAQISHIFOFA
10187,013090,THQJJX3GYCYHHFQSFOFC,天弘旗舰精选3个月持有混合发起式(FOF)C,FOF-进取型,TIANHONGQIJIANJINGXUAN3GEYUECHIYOUHUNHEFAQISHIFOFC
10188,013091,MGJHYXHHA,摩根均衡优选混合A,混合型-偏股,MOGENJUNHENGYOUXUANHUNHEA
10189,013092,MGJHYXHHC,摩根均衡优选混合C,混合型-偏股,MOGENJUNHENGYOUXUANHUNHEC
10190,013095,AXYJCZHHA,安信远见成长混合A,混合型-偏股,ANXINYUANJIANCHENGZHANGHUNHEA
10191,013096,AXYJCZHHC,安信远见成长混合C,混合型-偏股,ANXINYUANJIANCHENGZHANGHUNHEC
10192,013097,CTZGSYZQFQSA,财通资管双盈债券发起式A,债券型-混合二级,CAITONGZIGUANSHUANGYINGZHAIQUANFAQISHIA
10193,013098,CTZGSYZQFQSC,财通资管双盈债券发起式C,债券型-混合二级,CAITONGZIGUANSHUANGYINGZHAIQUANFAQISHIC
10194,013099,ZSWLZDZ90TCYQZQA,招商稳乐中短债90天持有期债券A,债券型-中短债,ZHAOSHANGWENLEZHONGDUANZHAI90TIANCHIYOUQIZHAIQUANA
10195,013100,ZSWLZDZ90TCYQZQC,招商稳乐中短债90天持有期债券C,债券型-中短债,ZHAOSHANGWENLEZHONGDUANZHAI90TIANCHIYOUQIZHAIQUANC
10196,013101,HXWFLGYCYHHA,华夏稳福六个月持有混合A,混合型-偏债,HUAXIAWENFULIUGEYUECHIYOUHUNHEA
10197,013102,HXWFLGYCYHHC,华夏稳福六个月持有混合C,混合型-偏债,HUAXIAWENFULIUGEYUECHIYOUHUNHEC
10198,013103,BSXNYZTHHA,博时新能源主题混合A,混合型-偏股,BOSHIXINNENGYUANZHUTIHUNHEA
10199,013104,BSXNYZTHHC,博时新能源主题混合C,混合型-偏股,BOSHIXINNENGYUANZHUTIHUNHEC
10200,013107,HXXJZZLTHHA,华夏先进制造龙头混合A,混合型-偏股,HUAXIAXIANJINZHIZAOLONGTOUHUNHEA
10201,013108,HXXJZZLTHHC,华夏先进制造龙头混合C,混合型-偏股,HUAXIAXIANJINZHIZAOLONGTOUHUNHEC
10202,013109,HXYSJZYNCYHHA,华夏优势价值一年持有混合A,混合型-偏股,HUAXIAYOUSHIJIAZHIYINIANCHIYOUHUNHEA
10203,013110,HXYSJZYNCYHHC,华夏优势价值一年持有混合C,混合型-偏股,HUAXIAYOUSHIJIAZHIYINIANCHIYOUHUNHEC
10204,013111,ZJAY30TGDCYDZFQA,中金安益30天滚动持有短债发起A,债券型-中短债,ZHONGJINANYI30TIANGUNDONGCHIYOUDUANZHAIFAQIA
10205,013112,ZJAY30TGDCYDZFQC,中金安益30天滚动持有短债发起C,债券型-中短债,ZHONGJINANYI30TIANGUNDONGCHIYOUDUANZHAIFAQIC
10206,013113,BSBYWJ6GYCYQHHA,博时博盈稳健6个月持有期混合A,混合型-偏债,BOSHIBOYINGWENJIAN6GEYUECHIYOUQIHUNHEA
10207,013114,BSBYWJ6GYCYQHHC,博时博盈稳健6个月持有期混合C,混合型-偏债,BOSHIBOYINGWENJIAN6GEYUECHIYOUQIHUNHEC
10208,013115,XYJRZ3GYDK,鑫元金融债3个月定开,债券型-长债,XINYUANJINRONGZHAI3GEYUEDINGKAI
10209,013116,HAWTJKHHC,华安文体健康混合C,混合型-灵活,HUAANWENTIJIANKANGHUNHEC
10210,013119,ZXBCZZ500ZSLOFC,中信保诚中证500指数(LOF)C,指数型-股票,ZHONGXINBAOCHENGZHONGZHENG500ZHISHULOFC
10211,013120,ZXBCHS300ZSLOFC,中信保诚沪深300指数(LOF)C,指数型-股票,ZHONGXINBAOCHENGHUSHEN300ZHISHULOFC
10212,013121,ZXBCZZ800JRZSLOFC,中信保诚中证800金融指数(LOF)C,指数型-股票,ZHONGXINBAOCHENGZHONGZHENG800JINRONGZHISHULOFC
10213,013122,ZXBCZZTMTLOFC,中信保诚中证TMT(LOF)C,指数型-股票,ZHONGXINBAOCHENGZHONGZHENGTMTLOFC
10214,013123,HTFJXHXYSYNCYHHA,汇添富精选核心优势一年持有混合A,混合型-偏股,HUITIANFUJINGXUANHEXINYOUSHIYINIANCHIYOUHUNHEA
10215,013124,HTFJXHXYSYNCYHHC,汇添富精选核心优势一年持有混合C,混合型-偏股,HUITIANFUJINGXUANHEXINYOUSHIYINIANCHIYOUHUNHEC
10216,013125,HXZZXFSPYLCYZTETFFQSLJA,华夏中证细分食品饮料产业主题ETF发起式联接A,指数型-股票,HUAXIAZHONGZHENGXIFENSHIPINYINLIAOCHANYEZHUTIETFFAQISHILIANJIEA
10217,013126,HXZZXFSPYLCYZTETFFQSLJC,华夏中证细分食品饮料产业主题ETF发起式联接C,指数型-股票,HUAXIAZHONGZHENGXIFENSHIPINYINLIAOCHANYEZHUTIETFFAQISHILIANJIEC
10218,013127,HTFHSKJETFLJFQSQDIIA,汇添富恒生科技ETF联接发起式(QDII)A,指数型-海外股票,HUITIANFUHENGSHENGKEJIETFLIANJIEFAQISHIQDIIA
10219,013128,HTFHSKJETFLJFQSQDIIC,汇添富恒生科技ETF联接发起式(QDII)C,指数型-海外股票,HUITIANFUHENGSHENGKEJIETFLIANJIEFAQISHIQDIIC
10220,013131,XBLDFTZQC,西部利得沣泰债券C,债券型-长债,XIBULIDEFENGTAIZHAIQUANC
10221,013132,CJHXWYMTGPFQA,创金合信文娱媒体股票发起A,股票型,CHUANGJINHEXINWENYUMEITIGUPIAOFAQIA
10222,013133,CJHXWYMTGPFQC,创金合信文娱媒体股票发起C,股票型,CHUANGJINHEXINWENYUMEITIGUPIAOFAQIC
10223,013134,NFMSCIZGAGLJE,南方MSCI中国A股联接E,指数型-股票,NANFANGMSCIZHONGGUOAGULIANJIEE
10224,013136,HSHYYNDKZFQS,惠升和怡一年定开债发起式,债券型-长债,HUISHENGHEYIYINIANDINGKAIZHAIFAQISHI
10225,013137,MGDLJXHHC,摩根动力精选混合C,混合型-偏股,MOGENDONGLIJINGXUANHUNHEC
10226,013138,SYZZ510NGKHZQZSA,上银中债5-10年国开行债券指数A,指数型-固收,SHANGYINZHONGZHAI510NIANGUOKAIHANGZHAIQUANZHISHUA
10227,013139,SYHTWJYLYNCYHHFQSFOFA,上银恒泰稳健养老一年持有混合发起式(FOF)A,FOF-稳健型,SHANGYINHENGTAIWENJIANYANGLAOYINIANCHIYOUHUNHEFAQISHIFOFA
10228,013140,ZJJXZQA,中金金信债券A,债券型-长债,ZHONGJINJINXINZHAIQUANA
10229,013141,ZXBCHYHHA,中信保诚弘远混合A,混合型-偏股,ZHONGXINBAOCHENGHONGYUANHUNHEA
10230,013142,HSLXHLLHPZHHC,华商乐享互联灵活配置混合C,混合型-灵活,HUASHANGLEXIANGHULIANLINGHUOPEIZHIHUNHEC
10231,013143,FGACHB12GYCYQHHA,富国安诚回报12个月持有期混合A,混合型-偏债,FUGUOANCHENGHUIBAO12GEYUECHIYOUQIHUNHEA
10232,013144,FGACHB12GYCYQHHC,富国安诚回报12个月持有期混合C,混合型-偏债,FUGUOANCHENGHUIBAO12GEYUECHIYOUQIHUNHEC
10233,013145,ZSHJXJZZHH,浙商汇金先进制造混合,混合型-偏股,ZHESHANGHUIJINXIANJINZHIZAOHUNHE
10234,013146,XYHHYNDKZFQ,兴银汇泓一年定开债发起,债券型-长债,XINGYINHUIHONGYINIANDINGKAIZHAIFAQI
10235,013147,HTFTZHZTHHA,汇添富碳中和主题混合A,混合型-偏股,HUITIANFUTANZHONGHEZHUTIHUNHEA
10236,013148,HTFTZHZTHHC,汇添富碳中和主题混合C,混合型-偏股,HUITIANFUTANZHONGHEZHUTIHUNHEC
10237,013149,PHSZJLZQC,鹏华双债加利债券C,债券型-混合二级,PENGHUASHUANGZHAIJIALIZHAIQUANC
10238,013151,CXDTHBHYLHGPC,长信低碳环保行业量化股票C,股票型,CHANGXINDITANHUANBAOHANGYELIANGHUAGUPIAOC
10239,013152,CXXFJXLHGPC,长信消费精选量化股票C,股票型,CHANGXINXIAOFEIJINGXUANLIANGHUAGUPIAOC
10240,013153,CXDZXXLHLHPZHHC,长信电子信息量化灵活配置混合C,混合型-灵活,CHANGXINDIANZIXINXILIANGHUALINGHUOPEIZHIHUNHEC
10241,013154,CXYLBJHHLOFC,长信医疗保健混合(LOF)C,混合型-灵活,CHANGXINYILIAOBAOJIANHUNHELOFC
10242,013155,TFTFHYWJYLMBYNCYHHFOFA,添富添福汇盈稳健养老目标一年持有混合(FOF)A,FOF-稳健型,TIANFUTIANFUHUIYINGWENJIANYANGLAOMUBIAOYINIANCHIYOUHUNHEFOFA
10243,013156,XYWA60TGDCYZQE,兴银稳安60天滚动持有债券E,债券型-长债,XINGYINWENAN60TIANGUNDONGCHIYOUZHAIQUANE
10244,013157,QHKYXJJHHC,前海开源新经济混合C,混合型-灵活,QIANHAIKAIYUANXINJINGJIHUNHEC
10245,013158,HXAKWJYLMBYNCYHHFQSFOFA,华夏安康稳健养老目标一年持有混合发起式(FOF)A,FOF-稳健型,HUAXIAANKANGWENJIANYANGLAOMUBIAOYINIANCHIYOUHUNHEFAQISHIFOFA
10246,013159,GTRXYNDKZFQS,国泰瑞鑫一年定开债发起式,债券型-长债,GUOTAIRUIXINYINIANDINGKAIZHAIFAQISHI
10247,013160,CJHXTZHHHA,创金合信碳中和混合A,混合型-偏股,CHUANGJINHEXINTANZHONGHEHUNHEA
10248,013161,CJHXTZHHHC,创金合信碳中和混合C,混合型-偏股,CHUANGJINHEXINTANZHONGHEHUNHEC
10249,013164,DXXYSGYDKZA,东兴兴盈三个月定开债A,债券型-长债,DONGXINGXINGYINGSANGEYUEDINGKAIZHAIA
10250,013165,DXXYSGYDKZC,东兴兴盈三个月定开债C,债券型-长债,DONGXINGXINGYINGSANGEYUEDINGKAIZHAIC
10251,013166,DXCXLHHHA,东兴宸祥量化混合A,混合型-偏股,DONGXINGCHENXIANGLIANGHUAHUNHEA
10252,013167,DXCXLHHHC,东兴宸祥量化混合C,混合型-偏股,DONGXINGCHENXIANGLIANGHUAHUNHEC
10253,013168,DFHWTLCZC,东方红稳添利纯债C,债券型-长债,DONGFANGHONGWENTIANLICHUNZHAIC
10254,013169,JXPB15NZJZA,建信彭博1-5年政金债A,指数型-固收,JIANXINPENGBO15NIANZHENGJINZHAIA
10255,013170,JXPB15NZJZC,建信彭博1-5年政金债C,指数型-固收,JIANXINPENGBO15NIANZHENGJINZHAIC
10256,013171,HXHSHLWKJYETFLJQDIIA,华夏恒生互联网科技业ETF联接(QDII)A,指数型-海外股票,HUAXIAHENGSHENGHULIANWANGKEJIYEETFLIANJIEQDIIA
10257,013172,HXHSHLWKJYETFLJQDIIC,华夏恒生互联网科技业ETF联接(QDII)C,指数型-海外股票,HUAXIAHENGSHENGHULIANWANGKEJIYEETFLIANJIEQDIIC
10258,013173,HTCXKJCX3GYDKHHC,红土创新科技创新3个月定开混合C,混合型-偏股,HONGTUCHUANGXINKEJICHUANGXIN3GEYUEDINGKAIHUNHEC
10259,013174,YHHZESGLXZS,银华华证ESG领先指数,指数型-股票,YINHUAHUAZHENGESGLINGXIANZHISHU
10260,013175,HFTTZHHHA,海富通碳中和混合A,混合型-偏股,HAIFUTONGTANZHONGHEHUNHEA
10261,013176,HFTTZHHHC,海富通碳中和混合C,混合型-偏股,HAIFUTONGTANZHONGHEHUNHEC
10262,013179,GFGZXNYCDCETFLJA,广发国证新能源车电池ETF联接A,指数型-股票,GUANGFAGUOZHENGXINNENGYUANCHEDIANCHIETFLIANJIEA
10263,013180,GFGZXNYCDCETFLJC,广发国证新能源车电池ETF联接C,指数型-股票,GUANGFAGUOZHENGXINNENGYUANCHEDIANCHIETFLIANJIEC
10264,013181,AXGGTJXHHFQA,安信港股通精选混合发起A,混合型-偏股,ANXINGANGGUTONGJINGXUANHUNHEFAQIA
10265,013182,AXGGTJXHHFQC,安信港股通精选混合发起C,混合型-偏股,ANXINGANGGUTONGJINGXUANHUNHEFAQIC
10266,013183,PYASYLJKHHC,浦银安盛医疗健康混合C,混合型-灵活,PUYINANSHENGYILIAOJIANKANGHUNHEC
10267,013184,GFHYYNCYHHA,广发恒阳一年持有混合A,混合型-偏债,GUANGFAHENGYANGYINIANCHIYOUHUNHEA
10268,013185,GFHYYNCYHHC,广发恒阳一年持有混合C,混合型-偏债,GUANGFAHENGYANGYINIANCHIYOUHUNHEC
10269,013186,CCHLZQA,长城恒利债券A,债券型-长债,CHANGCHENGHENGLIZHAIQUANA
10270,013187,CCHLZQC,长城恒利债券C,债券型-长债,CHANGCHENGHENGLIZHAIQUANC
10271,013188,HXNYGXGPC,华夏能源革新股票C,股票型,HUAXIANENGYUANGEXINGUPIAOC
10272,013189,JSWJTLYNCYHH,嘉实稳健添利一年持有混合,混合型-偏债,JIASHIWENJIANTIANLIYINIANCHIYOUHUNHE
10273,013190,GLJHHHA,国联景惠混合A,混合型-偏债,GUOLIANJINGHUIHUNHEA
10274,013191,GLJHHHC,国联景惠混合C,混合型-偏债,GUOLIANJINGHUIHUNHEC
10275,013192,HSJYWJYLMBYNCYHHFQFOFA,华商嘉悦稳健养老目标一年持有混合发起(FOF)A,FOF-稳健型,HUASHANGJIAYUEWENJIANYANGLAOMUBIAOYINIANCHIYOUHUNHEFAQIFOFA
10276,013193,HSWJTLYNCYHHA,华商稳健添利一年持有混合A,混合型-偏债,HUASHANGWENJIANTIANLIYINIANCHIYOUHUNHEA
10277,013194,HSWJTLYNCYHHC,华商稳健添利一年持有混合C,混合型-偏债,HUASHANGWENJIANTIANLIYINIANCHIYOUHUNHEC
10278,013195,ZSZZXNYQCZSA,招商中证新能源汽车指数A,指数型-股票,ZHAOSHANGZHONGZHENGXINNENGYUANQICHEZHISHUA
10279,013196,ZSZZXNYQCZSC,招商中证新能源汽车指数C,指数型-股票,ZHAOSHANGZHONGZHENGXINNENGYUANQICHEZHISHUC
10280,013197,NFXJLYNDKZ,南方兴锦利一年定开债,债券型-长债,NANFANGXINGJINLIYINIANDINGKAIZHAI
10281,013200,NFJHYXYNCYQHHA,南方均衡优选一年持有期混合A,混合型-平衡,NANFANGJUNHENGYOUXUANYINIANCHIYOUQIHUNHEA
10282,013201,NFJHYXYNCYQHHC,南方均衡优选一年持有期混合C,混合型-平衡,NANFANGJUNHENGYOUXUANYINIANCHIYOUQIHUNHEC
10283,013202,HSQHHXCZZQA,恒生前海恒祥纯债债券A,债券型-长债,HENGSHENGQIANHAIHENGXIANGCHUNZHAIZHAIQUANA
10284,013203,HSQHHXCZZQC,恒生前海恒祥纯债债券C,债券型-长债,HENGSHENGQIANHAIHENGXIANGCHUNZHAIZHAIQUANC
10285,013204,HSQHHYTLZQA,恒生前海恒源天利债券A,债券型-混合二级,HENGSHENGQIANHAIHENGYUANTIANLIZHAIQUANA
10286,013205,HSQHHYTLZQC,恒生前海恒源天利债券C,债券型-混合二级,HENGSHENGQIANHAIHENGYUANTIANLIZHAIQUANC
10287,013206,GFHYYNDQKFZQA,广发汇宜一年定期开放债券A,债券型-长债,GUANGFAHUIYIYINIANDINGQIKAIFANGZHAIQUANA
10288,013207,WJWX30TGDCYDZA,万家稳鑫30天滚动持有短债A,债券型-中短债,WANJIAWENXIN30TIANGUNDONGCHIYOUDUANZHAIA
10289,013208,WJWX30TGDCYDZC,万家稳鑫30天滚动持有短债C,债券型-中短债,WANJIAWENXIN30TIANGUNDONGCHIYOUDUANZHAIC
10290,013209,JYDSYHHA,金鹰大视野混合A,混合型-偏股,JINYINGDASHIYEHUNHEA
10291,013210,JYDSYHHC,金鹰大视野混合C,混合型-偏股,JINYINGDASHIYEHUNHEC
10292,013211,HFAYYNCYQZQA,华富安盈一年持有期债券A,债券型-混合二级,HUAFUANYINGYINIANCHIYOUQIZHAIQUANA
10293,013212,HFAYYNCYQZQC,华富安盈一年持有期债券C,债券型-混合二级,HUAFUANYINGYINIANCHIYOUQIZHAIQUANC
